DateTime,pred_poisson_mean_8hr
2020-12-01 06:00:00,2.5909573684833167
2020-12-01 12:00:00,6.305223451327846
2020-12-01 16:00:00,6.670703700663141
2020-12-01 22:00:00,3.622955010432186
2020-12-02 06:00:00,2.3371619073942256
2020-12-02 12:00:00,6.396150082639188
2020-12-02 16:00:00,6.572817220698368
2020-12-02 22:00:00,3.7590238487324816
2020-12-03 06:00:00,2.1633844488640768
2020-12-03 12:00:00,6.929189126033662
2020-12-03 16:00:00,6.939038492688647
2020-12-03 22:00:00,3.1269684216136566
2020-12-04 06:00:00,2.3513708249783445
2020-12-04 12:00:00,5.940811035214721
2020-12-04 16:00:00,6.525944179455363
2020-12-04 22:00:00,3.5646585272893465
2020-12-05 06:00:00,2.154666048171482
2020-12-05 12:00:00,5.595937451530983
2020-12-05 16:00:00,5.893179792719907
2020-12-05 22:00:00,3.8241518158873524
2020-12-06 06:00:00,2.156116962652383
2020-12-06 12:00:00,5.787124747997475
2020-12-06 16:00:00,5.870226272432892
2020-12-06 22:00:00,3.733980840180336
2020-12-07 06:00:00,1.9355629975301292
2020-12-07 12:00:00,6.803971747693957
2020-12-07 16:00:00,7.172649552177327
2020-12-07 22:00:00,3.73054327536591
2020-12-08 06:00:00,2.2546999656504485
2020-12-08 12:00:00,6.4678059168055695
2020-12-08 16:00:00,6.829303940284231
2020-12-08 22:00:00,3.466998924920457
2020-12-09 06:00:00,2.445790758836958
2020-12-09 12:00:00,6.883255874984954
2020-12-09 16:00:00,7.007864777795682
2020-12-09 22:00:00,3.205576440727494
2020-12-10 06:00:00,2.2397975510183845
2020-12-10 12:00:00,6.830724266076519
2020-12-10 16:00:00,7.029657316111688
2020-12-10 22:00:00,2.532057420394963
2020-12-11 06:00:00,1.7813995925816826
2020-12-11 12:00:00,5.817502621309696
2020-12-11 16:00:00,6.189460624426548
2020-12-11 22:00:00,3.290603373796905
2020-12-12 06:00:00,1.8604562039760666
2020-12-12 12:00:00,4.910131568797297
2020-12-12 16:00:00,5.858248172012632
2020-12-12 22:00:00,3.52174356686328
2020-12-13 06:00:00,2.3524163409750245
2020-12-13 12:00:00,5.457847895141065
2020-12-13 16:00:00,6.240471574137619
2020-12-13 22:00:00,3.109515947560791
2020-12-14 06:00:00,2.716540997245593
2020-12-14 12:00:00,6.270601992837683
2020-12-14 16:00:00,7.121995929893488
2020-12-14 22:00:00,3.6369882723537783
2020-12-15 06:00:00,2.6168840938480096
2020-12-15 12:00:00,6.6363795179318315
2020-12-15 16:00:00,7.189000648400927
2020-12-15 22:00:00,3.88198250826922
2020-12-16 06:00:00,2.658117465946277
2020-12-16 12:00:00,6.916912741012074
2020-12-16 16:00:00,7.321172176131215
2020-12-16 22:00:00,3.8501083603646618
2020-12-17 06:00:00,2.411676519736021
2020-12-17 12:00:00,6.453155633349773
2020-12-17 16:00:00,7.423904116970022
2020-12-17 22:00:00,3.0062864078277123
2020-12-18 06:00:00,2.1611900428851523
2020-12-18 12:00:00,6.114978400926161
2020-12-18 16:00:00,6.235206830925935
2020-12-18 22:00:00,3.5291579340364025
2020-12-19 06:00:00,2.1172630209582923
2020-12-19 12:00:00,5.8945844004749475
2020-12-19 16:00:00,5.987039331999378
2020-12-19 22:00:00,3.5726110330766256
2020-12-20 06:00:00,2.414067911570391
2020-12-20 12:00:00,7.41275514770705
2020-12-20 16:00:00,5.7514176426531405
2020-12-20 22:00:00,3.6565981183090237
2020-12-21 06:00:00,1.8851422642619713
2020-12-21 12:00:00,7.017870312163638
2020-12-21 16:00:00,6.820011965101973
2020-12-21 22:00:00,3.599916975508519
2020-12-22 06:00:00,1.9732199912086212
2020-12-22 12:00:00,6.6570657095320405
2020-12-22 16:00:00,6.602361261194785
2020-12-22 22:00:00,3.6828470504857616
2020-12-23 06:00:00,2.489734955084923
2020-12-23 12:00:00,6.565525474827719
2020-12-23 16:00:00,6.795791211302992
2020-12-23 22:00:00,3.8763625732457223
2020-12-24 06:00:00,2.5566773922061516
2020-12-24 12:00:00,6.80853785227591
2020-12-24 16:00:00,6.953589445924635
2020-12-24 22:00:00,3.3574204777525236
2020-12-25 06:00:00,2.5519261163256366
2020-12-25 12:00:00,6.392907722829006
2020-12-25 16:00:00,5.558687528921655
2020-12-25 22:00:00,3.771367520859066
2020-12-26 06:00:00,2.783715785884882
2020-12-26 12:00:00,5.130135413483795
2020-12-26 16:00:00,5.522495327246725
2020-12-26 22:00:00,3.8236662308883425
2020-12-27 06:00:00,2.4263298358632692
2020-12-27 12:00:00,5.911632592861302
2020-12-27 16:00:00,6.236623507259372
2020-12-27 22:00:00,3.3864739436782774
2020-12-28 06:00:00,1.4312172619653933
2020-12-28 12:00:00,6.515395372553391
