DateTime,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,4hr adm
2020-09-01 05:00:00,0.02335668265152917,0.09079108374301564,0.24733220067818712,0.4880660424201327,0.733381394548283,0.8990332782548822,0.9731378527409162,0.9950891378173223,0.9993918583773392,0.9999494682387249,0.9999972007939719,0.9999998970912959,0.9999999974973468,0.9999999999598362,0.9999999999995755,0.999999999999997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2
2020-09-01 06:00:00,0.12908649469164463,0.32898270609204017,0.5968770920130272,0.8246591919983499,0.9475194805924995,0.9895354195250375,0.998637890441248,0.9998857617210838,0.99999387941988,0.9999997917349603,0.9999999955177207,0.9999999999391656,0.9999999999994805,0.9999999999999972,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2020-09-01 07:00:00,0.1458397775088266,0.34166560769291965,0.5942925191590763,0.8119550402504953,0.937195137080743,0.985303272245621,0.9976336934408575,0.9997409448742285,0.9999808694517611,0.999999052258585,0.9999999686249962,0.9999999993078951,0.9999999999898486,0.9999999999999012,0.9999999999999993,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
2020-09-01 08:00:00,0.1246691787458028,0.3144041370250847,0.573443582609646,0.803364714732314,0.9360273058048724,0.9857671295184358,0.9978775185147024,0.9997905754027686,0.9999864444184855,0.9999994277723,0.9999999843113416,0.999999999721472,0.9999999999968051,0.9999999999999764,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2
2020-09-01 09:00:00,0.03352947407636127,0.10888308539870595,0.26313802763485034,0.4860749816174801,0.7135810786118277,0.8775174668934649,0.9609192779969437,0.9908685361737423,0.9984569684899837,0.9998130284953276,0.9999838498098538,0.9999990097284618,0.9999999570293834,0.9999999986834619,0.9999999999715697,0.9999999999995679,0.9999999999999953,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3
2020-09-01 10:00:00,0.005830880719732174,0.0244972446070938,0.07852518052109789,0.19448574072326114,0.3790768082468564,0.5970317116314634,0.7879270399052893,0.9119445446402924,0.9717011434860564,0.9930528107911099,0.9987089913127697,0.9998195493144105,0.9999811151463964,0.9999985251643535,0.9999999142636249,0.999999996297006,0.99999999988135,0.9999999999971829,0.9999999999999505,0.9999999999999993,1.0,1.0,1.0,1.0,1.0,1.0,4
2020-09-01 11:00:00,0.0006218195943329683,0.0028816502750457357,0.01091744722849685,0.03396259697280014,0.08726710814495792,0.18671878443914464,0.3363929127317298,0.5181046801593338,0.6960671155857899,0.8366659807746637,0.9262714742849372,0.9723363710533257,0.9914377192094045,0.9978260180230559,0.9995490613950773,0.9999238219739875,0.9999895439247349,0.9999988360289626,0.9999998950630778,0.9999999923469897,0.9999999995489183,0.9999999999785281,0.9999999999991751,0.9999999999999745,0.9999999999999993,1.0,10
2020-09-01 12:00:00,0.00026119474829834345,0.0009210034868928084,0.002888519832340506,0.008069431144809631,0.020116681064194387,0.04485495183436027,0.08971454741813167,0.16155186463147259,0.2631432544192691,0.3900188807843128,0.5299504106124917,0.6662422178817872,0.7834726904238819,0.87252123005641,0.9322559253859624,0.9676423960249285,0.9861544635543668,0.994706611397951,0.9981955457966029,0.9994524486715064,0.9998522969436783,0.9999646192285998,0.9999924808147564,0.9999985832950216,0.9999997635028639,0.999999965038869,13
2020-09-01 13:00:00,8.928073073516053e-05,0.0003233524463042487,0.0010528732409044676,0.0030853921284674495,0.008147654020902385,0.019418907013346837,0.04185366205178619,0.08177411641841775,0.14527760189583372,0.23558638250986413,0.35040030245413367,0.4808948937127842,0.6134890995816372,0.7339346425430673,0.8317462893323203,0.9027568552381047,0.9488446875360926,0.9755857260493173,0.98945635510603,0.9958882158182624,0.9985544350514409,0.9995424636336304,0.9998697687438467,0.9999666947787469,0.9999923530168259,0.9999984246551078,14
2020-09-01 14:00:00,0.0001280105987305198,0.000392761065636092,0.0011084130582146802,0.0028793041396528093,0.006890822593186302,0.015209507800392085,0.031001296290277987,0.05844484438030506,0.10210475936110047,0.1656905916285457,0.25046672980361484,0.3539388672702992,0.4695528175150788,0.5878118632876678,0.6985496575287737,0.7934777092848588,0.8679732155912095,0.9214914502512823,0.9566887091554584,0.9778796487623942,0.989559158863871,0.9954520796947189,0.9981739440310458,0.999324824862509,0.999770296629075,0.9999281426749872,14
