"room4_new";"num_pat_mean";"num_pat_sd";"duration_mean";"duration_sd";"num_pat_mean_breach";"num_pat_sd_beach";"duration_mean_breach";"duration_sd_breach";"num_pat_mean_seen4hrs";"num_pat_sd_seen4hrs";"duration_mean_seen4hrs";"duration_sd_seen4hrs"
"Admitted";245,355769230769;211,998301800729;38,9358682964786;36,6340313363164;164,401960784314;142,085754318565;43,5780138617647;43,0226241163294;90,1855670103093;78,01059355104;32,0602966588142;39,3102522497443
"Arrival";349,916666666667;53,6972971155357;0,41789852202712;0,161439447439316;82,5666666666667;29,1741507750667;0,364579946984201;0,142457472639035;267,35;40,875513784155;0,430527262377388;0,176305533083493
"Discharged";805,672131147541;177,677772133665;1,02639873140973;0,150288182463971;169,672131147541;74,2584947579457;1,62816392549404;0,141351961103184;636;135,053322802514;0,872037417678444;0,149847486930957
"MAJORS";170,868852459016;35,2176449192901;2,16566254845404;0,368878994902655;98,4590163934426;29,6802817655605;2,75280051488963;0,552684466039953;72,4098360655738;21,4789641658844;1,39542431583681;0,185473894301303
"RAT";211,672131147541;49,3500156404823;0,527149517766039;0,120803053184956;89,5166666666667;26,3622043693057;0,616579526395966;0,133545265263088;123,622950819672;33,2491423119586;0,465886675669301;0,0943328316097163
"RESUS";31,9016393442623;7,45140907934597;1,9178600610577;0,45411240700661;17,4754098360656;6,11448160074929;2,46023108766481;0,587970002196317;14,6666666666667;6,14145863165207;1,22526573183833;0,27240545533945
"TAF";6,42372881355932;2,86599197384701;4,37139911520526;2,11861903755511;4,94827586206897;2,76203849073821;5,44645750851426;2,76631306172502;2,3;1,34355059641541;1,32070196759259;0,677518309204791
"TRIAGE";223;60,1439938813511;1,55998702376591;0,381277699924935;39,327868852459;24,0726132852774;2,07919828015621;0,724256418599671;183,672131147541;46,1503778646414;1,45072103753006;0,375449210103201
"UTC";96,7540983606557;86,4986812496208;1,21194747461602;0,314307754656186;23,8032786885246;20,0863300714119;1,88890747552032;0,560206850518582;72,9508196721311;70,3179508208983;0,970459757603597;0,277331695488704
