"room4";"duration_mean";"duration_sd";"duration_mean_breach";"duration_sd_breach";"duration_mean_seen4hrs";"duration_sd_seen4hrs"
"Arrival";0,417008079586321;0,160962085300502;0,359803712625077;0,138393127232504;0,413444777151218;0,15052357027604
"MAJORS";2,66515055590523;0,456829606014947;3,59956966196828;0,609310338512159;1,57695064780297;0,193879852197926
"RAT";0,529811455652965;0,122200495553532;0,616837729912113;0,134299072640689;0,46951683157022;0,095934052030967
"RESUS";2,50238504176173;0,51317022783616;3,19344325366126;0,663736948348441;1,61396661199755;0,33466936474571
"TAF";4,37877262736479;2,11724296779099;5,45395815019378;2,7622718355159;1,32070196759259;0,677518309204791
"TRIAGE";1,59130520223625;0,4418298320539;2,15509978174119;0,769550849087937;1,45925305523207;0,378120065052405
"UTC";1,29134222606578;0,347415307175031;2,23733025501673;0,708039396291942;1,00468216192428;0,28493292181105
